"编号","名称","日期","净值","名称","recent1Week","recent3Month","recent6Month","recent1Year","recent2Year","recent3Year","fromThisYear","fromBuild","serviceCharge"
"501051","圆信永丰汇利混合(LOF)","2020-12-04","1.7071","0.66","0.50","1.18","33.76","55.21","104.69","70.73","44.21","70.71",""
"501049","东方红睿玺三年定开混合A","2020-12-04","1.2569","0.07","0.38","7.88","38.16","56.61","111.28","78.22","41.79","76.53",""
"501046","财通多策略福鑫定开混合","2020-12-04","2.1880","1.11","2.72","1.30","22.43","56.94","149.89","120.25","49.22","118.78",""
"501042","汇添富弘安(LOF)C","2020-12-04","1.1609","0.42","1.06","-1.23","7.37","8.64","10.56","16.78","7.69","16.09",""
"501041","汇添富弘安(LOF)A","2020-12-04","1.1910","0.41","1.08","-1.02","7.82","9.53","12.37","19.64","8.50","19.10",""
"501040","汇添富睿丰混合(LOF)C","2020-12-04","1.2150","0.15","0.94","0.21","8.80","12.27","17.66","20.79","11.07","21.50",""
"501039","汇添富睿丰混合(LOF)A","2020-12-04","1.2306","0.15","0.94","0.30","9.01","12.72","18.61","22.25","11.48","23.06",""
"501038","银华明择多策略定期开放混合","2020-12-04","2.1883","1.22","2.26","2.54","37.64","74.20","136.34","101.04","65.64","118.81",""
"501032","财通福盛混合发起(LOF)","2020-12-04","1.0985","0.93","2.64","3.71","35.53","43.35","45.54","9.53","43.13","9.85",""
"501028","财通多策略福瑞混合(LOF)","2020-12-04","1.5291","1.09","3.96","2.24","37.37","59.05","94.32","55.29","48.66","52.91",""
"501027","国泰融信(LOF)","2020-12-04","1.1033","-0.04","-0.04","4.18","5.04","8.01","9.67","10.82","5.45","16.07",""
"501026","财通多策略福享混合(LOF)","2020-12-04","1.1555","0.69","2.37","3.36","31.14","33.82","57.00","24.09","25.73","15.55",""
"501022","银华鑫盛灵活配置混合(LOF)","2020-12-04","1.9800","-0.40","0.61","7.14","42.34","89.66","147.81","114.29","75.07","98.00",""
"501017","国泰融丰外延增长混合(LOF)","2020-12-04","1.0339","0.13","0.47","0.60","10.28","19.47","31.22","9.84","16.18","5.13",""
"501015","财通多策略升级混合(LOF)","2020-12-04","1.0500","0.86","3.14","-5.58","8.81","24.70","32.24","10.99","15.13","5.00",""
"501002","长信价值优选混合","2020-12-04","1.0603","-0.42","0.81","3.19","16.91","28.07","64.64","3.54","21.80","6.03",""
"501001","财通多策略精选混合(LOF)","2020-12-04","1.9840","0.51","0.86","6.21","38.94","84.73","99.40","81.35","73.12","98.40",""
"501000","国金鑫新灵活配置(LOF)","2020-12-04","0.9890","-0.20","-0.10","-2.08","-3.04","0.61","3.02","-19.27","-2.94","-1.10",""
"487021","工银优质精选混合","2020-12-04","3.0450","1.26","4.60","9.57","40.13","75.40","117.19","96.07","66.30","204.50",""
"487016","工银瑞信灵活配置混合A","2020-12-04","2.2214","0.48","2.17","3.48","32.92","68.97","116.68","97.28","61.51","168.09",""
"483003","工银精选平衡混合","2020-12-04","0.6985","0.59","1.85","8.65","36.21","60.46","81.48","34.09","52.34","175.54",""
"481017","工银量化策略混合","2020-12-04","3.5600","0.17","1.95","7.72","42.23","72.39","135.34","92.23","63.08","329.26",""
"481015","工银主题策略混合","2020-12-04","4.0210","1.16","1.82","11.48","57.38","107.16","175.79","87.28","90.57","302.10",""
"481013","工银消费服务混合","2020-12-04","2.8620","0.49","1.38","10.54","47.22","75.05","122.20","93.38","67.47","259.82",""
"481010","工银中小盘混合","2020-12-04","3.0730","1.05","1.79","10.42","55.83","118.56","198.06","141.59","98.77","207.30",""
"481008","工银大盘蓝筹混合","2020-12-04","1.8640","0.22","0.54","10.43","46.77","67.25","92.67","76.70","56.59","249.94",""
"481006","工银红利混合","2020-12-04","1.4491","0.73","2.81","6.14","37.42","63.19","100.12","66.61","53.42","52.53",""
"481004","工银稳健成长混合A","2020-12-04","1.9750","0.28","1.45","3.07","30.04","46.32","101.92","53.34","38.56","141.28",""
"481001","工银核心价值混合A","2020-12-04","0.4984","0.85","2.07","6.84","39.65","61.42","100.78","65.55","54.24","1,067.18",""
"470098","汇添富逆向投资混合","2020-12-04","3.3870","0.53","0.77","8.04","44.87","67.51","108.69","84.88","54.09","374.46",""
"470028","汇添富社会责任混合","2020-12-04","2.2760","0.71","2.34","-1.43","26.30","45.62","82.96","22.04","38.61","127.60",""
"470021","汇添富优选回报灵活配置混合A","2020-12-04","1.7310","0.64","1.23","-2.15","29.57","55.67","76.99","50.65","45.46","73.10",""
"470009","汇添富民营活力混合A","2020-12-04","5.1530","0.17","3.20","3.49","30.13","59.34","111.19","59.29","50.23","519.11",""
"470008","汇添富策略回报混合","2020-12-04","3.4380","1.21","2.38","0.38","33.05","78.32","149.31","105.38","65.69","280.94",""
"470006","汇添富医药保健混合A","2020-12-04","2.7760","1.87","7.31","-2.39","23.60","73.18","135.71","125.32","69.89","260.79",""
"460009","华泰柏瑞量化先行混合A","2020-12-04","1.8660","0.27","1.25","-1.63","22.28","38.22","57.47","25.87","29.22","156.24",""
"460007","华泰柏瑞行业领先混合","2020-12-04","3.0900","1.15","4.08","-5.36","25.00","55.75","146.02","98.20","52.07","209.00",""
"460005","华泰柏瑞价值增长混合A","2020-12-04","4.8518","0.62","1.89","-7.05","21.71","64.43","166.62","120.32","55.97","819.99",""
"460002","华泰柏瑞积极成长混合A","2020-12-04","1.4307","0.08","2.34","-3.44","16.68","30.58","54.08","14.95","25.12","110.41",""
"460001","华泰柏瑞盛世中国混合","2020-12-04","0.7017","1.26","1.58","3.88","23.23","55.79","96.50","63.75","51.28","803.43",""
"450011","国富研究精选混合","2020-12-04","2.8330","1.03","2.42","3.43","39.90","64.23","124.48","101.92","54.56","183.30",""
"450010","国富策略回报混合","2020-12-04","2.1130","0.67","1.25","6.39","32.48","57.10","88.32","58.40","47.14","111.30",""
"450007","国富成长动力混合","2020-12-04","2.1884","0.07","1.73","2.79","30.96","47.43","90.06","50.55","37.76","157.16",""
"450004","国富深化价值混合","2020-12-04","2.4240","0.41","1.21","11.45","48.62","78.50","137.88","107.18","67.63","250.48",""
"450003","国富潜力组合混合A","2020-12-04","1.9340","0.89","2.65","3.15","37.65","69.14","125.57","99.88","59.31","378.23",""
"450002","国富弹性市值混合","2020-12-04","1.7131","0.74","2.06","10.93","39.34","49.73","88.43","69.75","44.04","1,118.74",""
"450001","国富中国收益混合","2020-12-04","1.5214","0.62","1.67","1.81","29.25","54.94","98.19","86.99","47.94","611.60",""
"420009","天弘安康颐养混合A","2020-12-04","1.9200","0.05","0.21","1.80","9.59","15.38","25.49","29.29","13.74","92.00",""
"420005","天弘周期策略混合","2020-12-04","2.3150","-0.26","0.43","15.98","44.87","58.89","96.52","56.00","47.92","214.78",""
"420003","天弘永定价值成长混合","2020-12-04","3.1874","1.10","2.81","4.34","33.40","62.19","101.75","57.53","53.81","327.07",""
"420001","天弘精选混合","2020-12-04","1.1245","0.68","0.67","3.39","26.45","40.11","81.40","50.07","34.16","253.66",""
"410009","华富量子生命力混合","2020-12-04","1.1969","0.06","1.94","-4.48","10.68","33.39","57.43","23.41","27.01","30.20",""
"410007","华富价值增长混合","2020-12-04","2.2482","1.15","2.36","3.67","21.78","71.03","129.57","89.59","61.09","289.42",""
"410006","华富策略精选混合","2020-12-04","1.8378","1.25","1.30","1.88","20.44","32.03","66.27","27.50","26.28","110.49",""
"410003","华富成长趋势混合","2020-12-04","1.7847","1.06","2.80","0.67","17.97","70.59","126.42","87.75","62.15","134.61",""
"410001","华富竞争力优选混合","2020-12-04","1.4305","1.35","3.59","-2.92","11.32","30.52","65.80","45.29","26.55","391.50",""
"400032","东方主题精选混合","2020-12-04","1.2297","0.67","1.84","9.04","50.35","94.79","132.81","62.64","83.62","22.97",""
"400025","东方新兴成长混合","2020-12-04","3.2402","1.36","2.62","8.40","44.93","79.28","130.59","121.99","70.76","224.02",""
"400023","东方多策略灵活配置混合A","2020-12-04","1.2065","0.40","1.92","-0.86","1.86","2.27","4.80","7.77","2.07","39.06",""
"400020","东方成长回报平衡混合","2020-12-04","1.3367","-0.03","0.16","5.18","25.04","31.28","32.75","35.82","26.97","80.81",""
"400015","东方新能源汽车混合","2020-12-04","2.2831","1.98","1.20","27.05","54.50","94.82","112.38","64.89","75.91","204.42",""
"400013","东方成长收益灵活配置混合A","2020-12-04","1.1578","-0.06","-0.33","2.41","1.75","9.82","17.67","9.43","7.93","58.28",""
"400011","东方核心动力混合","2020-12-04","1.6899","0.32","1.84","3.29","34.21","46.62","71.42","41.58","40.18","109.58",""
"400007","东方策略成长混合","2020-12-04","4.6396","1.55","2.97","5.89","42.88","64.78","95.77","62.55","56.51","363.96",""
"400003","东方精选混合","2020-12-04","2.0546","2.06","4.71","7.44","38.67","52.42","76.36","26.58","43.99","814.90",""
"400001","东方龙混合","2020-12-04","1.5862","1.39","4.03","8.64","40.35","60.69","101.52","50.94","50.78","677.42",""
"398061","中海消费混合","2020-12-04","4.4950","1.84","1.67","2.86","32.71","59.74","142.32","62.33","52.48","436.91",""
"398051","中海环保新能源混合","2020-12-04","1.7590","0.98","0.40","21.31","51.77","92.66","115.04","79.67","73.47","75.90",""
"398041","中海量化策略混合","2020-12-04","1.7850","-1.38","1.13","5.68","34.72","76.73","146.89","100.11","60.96","168.32",""
"398031","中海蓝筹混合","2020-12-04","1.2138","0.59","2.49","-3.61","21.38","39.49","82.09","50.22","33.03","234.37",""
"398021","中海能源策略混合","2020-12-04","0.8848","2.01","1.64","3.20","32.00","36.23","55.09","2.49","29.45","29.23",""
"398011","中海分红增利混合","2020-12-04","1.2627","0.12","1.00","-5.37","17.24","35.44","101.08","64.80","26.87","363.11",""
"398001","中海优质成长混合","2020-12-04","0.7193","1.21","1.20","-1.64","20.98","57.00","128.86","68.42","47.57","874.57",""
"393001","中海优势精选灵活配置混合","2020-12-04","1.4200","-0.77","-0.07","8.23","24.89","27.01","41.01","23.59","22.10","51.23",""
"379010","上投摩根中小盘混合","2020-12-04","3.4378","1.07","3.24","0.32","23.71","57.99","129.80","64.03","50.32","271.43",""
"378010","上投摩根成长先锋混合","2020-12-04","1.6360","0.14","1.23","-0.22","30.63","62.79","101.63","89.19","52.50","284.11",""
"377530","上投摩根行业轮动混合A","2020-12-04","3.0620","1.09","2.86","-2.20","23.42","62.70","121.72","59.40","55.51","262.41",""
"377240","上投摩根新兴动力混合A","2020-12-04","5.0640","0.30","0.90","-2.80","23.27","67.40","139.55","66.31","56.78","406.40",""
"377150","上投摩根健康品质生活混合","2020-12-04","3.7586","1.49","3.28","1.61","26.64","63.35","118.27","74.90","58.12","275.86",""
"377020","上投摩根内需动力混合","2020-12-04","1.4650","1.31","3.18","1.14","30.10","66.76","127.59","43.59","60.27","186.21",""
"377010","上投摩根阿尔法混合","2020-12-04","5.2256","0.13","-0.25","5.43","44.43","67.74","118.59","31.10","52.50","765.67",""
"375010","上投摩根中国优势混合","2020-12-04","1.9078","0.61","1.87","1.80","29.44","63.09","123.37","45.66","52.86","817.44",""
"373020","上投摩根双核平衡混合","2020-12-04","2.7085","1.01","2.58","4.69","26.54","48.86","115.95","76.28","44.40","353.31",""
"373010","上投摩根双息平衡混合A","2020-12-04","0.8986","0.04","0.27","1.38","16.88","23.30","31.49","-6.20","17.85","295.84",""
"370027","上投摩根智选30混合","2020-12-04","3.2533","0.71","1.60","6.67","48.08","88.27","182.05","86.34","78.75","281.62",""
"370024","上投摩根核心优选混合","2020-12-04","4.7126","1.08","2.31","0.85","30.00","67.83","139.04","73.79","60.84","426.60",""
"360016","光大行业轮动混合","2020-12-04","2.1690","1.93","3.73","3.83","36.67","82.12","182.79","123.55","67.36","362.78",""
"360012","光大中小盘混合","2020-12-04","1.9716","0.46","3.05","1.77","27.37","62.61","94.59","70.04","53.21","194.19",""
"360011","光大动态优选混合","2020-12-04","1.2790","0.63","1.91","4.75","24.99","59.84","84.14","70.37","55.96","274.49",""
"360010","光大均衡精选混合","2020-12-04","1.5354","-0.27","-0.78","-0.57","15.51","24.72","55.36","41.12","18.13","151.18",""
"360007","光大优势配置混合","2020-12-04","1.1190","-0.23","-0.51","0.58","20.19","28.09","36.85","0.79","17.85","66.94",""
"360006","光大新增长混合","2020-12-04","1.9318","1.49","2.72","8.04","36.11","75.54","140.36","103.51","64.95","707.00",""
"360005","光大红利混合","2020-12-04","2.9855","0.92","2.86","-0.60","27.59","52.21","83.71","40.47","45.32","643.14",""
"350009","天治研究驱动混合A","2020-12-04","2.2650","0.94","2.72","5.35","39.13","60.75","113.48","84.60","51.20","165.28",""
"350008","天治新消费混合","2020-12-04","2.2880","1.33","1.78","4.47","32.95","50.43","80.16","28.54","43.36","128.80",""
"350007","天治趋势精选混合","2020-12-04","1.6700","0.30","1.15","10.23","50.45","85.56","103.91","70.23","72.52","67.00",""
"350005","天治中国制造2025","2020-12-04","3.7704","0.19","0.16","6.84","40.82","72.19","105.83","82.61","60.00","277.04",""
"350002","天治低碳经济混合","2020-12-04","0.8969","0.17","1.21","4.41","23.39","26.56","54.72","3.40","21.83","225.98",""
"350001","天治财富增长混合","2020-12-04","1.5390","-0.09","0.29","4.07","15.21","12.90","48.19","30.95","6.45","523.19",""
"340008","兴全有机增长混合","2020-12-04","3.9792","0.50","2.16","7.62","34.66","61.40","113.10","52.47","51.66","476.64",""
"340007","兴全社会责任混合","2020-12-04","5.3210","1.80","4.97","0.61","31.48","52.25","88.09","38.24","44.63","503.50",""
"340001","兴全可转债混合","2020-12-04","1.4465","-0.12","0.22","2.34","17.93","26.11","45.64","42.17","19.11","974.75",""
"320018","诺安新动力混合","2020-12-04","3.1750","-0.09","0.95","10.59","40.42","64.51","96.96","83.42","49.27","254.17",""
"320016","诺安多策略混合","2020-12-04","2.1620","-0.09","0.65","7.78","28.46","34.45","56.55","34.70","27.18","116.20",""
"320015","诺安行业轮动混合","2020-12-04","1.8258","0.34","2.71","5.49","37.19","49.84","77.02","68.37","42.82","178.99",""
"320012","诺安主题精选混合","2020-12-04","3.5560","0.79","3.10","-5.80","15.08","56.58","117.09","101.70","52.16","290.09",""
"320011","诺安中小盘精选混合","2020-12-04","2.7740","0.36","2.59","2.93","32.35","41.46","56.72","42.97","35.38","335.76",""
"320007","诺安成长混合","2020-12-04","1.7440","-0.29","0.69","-1.13","13.03","45.94","154.60","87.73","40.31","160.55",""
"320006","诺安灵活配置混合","2020-12-04","2.9740","1.26","1.16","12.57","21.09","45.64","54.65","20.02","35.43","397.12",""
"320005","诺安价值增长混合","2020-12-04","1.6408","1.30","2.36","-3.21","21.93","43.13","65.10","44.55","36.23","226.14",""
"320003","诺安先锋混合","2020-12-04","2.1011","0.50","2.41","-6.67","20.33","56.93","73.47","49.23","47.83","690.86",""
"320001","诺安平衡混合","2020-12-04","1.2667","-0.45","0.12","6.06","24.37","31.32","46.46","36.18","22.34","508.82",""
"310388","申万菱信消费增长混合","2020-12-04","2.6270","2.14","3.67","-2.99","35.83","87.61","168.02","114.02","76.63","299.12",""
"310368","申万菱信竞争优势混合","2020-12-04","1.8717","0.15","2.51","9.00","46.95","51.49","92.05","47.78","45.35","283.23",""
"310358","申万菱信新经济混合","2020-12-04","1.3084","0.61","2.56","-4.48","28.16","47.18","70.05","20.37","37.38","231.47",""
"310328","申万菱信新动力混合","2020-12-04","0.9245","1.03","1.04","1.14","22.21","54.20","106.33","68.61","46.88","577.52",""
"310308","申万菱信盛利精选混合","2020-12-04","1.0385","0.74","2.20","3.53","31.96","69.68","126.38","90.11","66.69","939.22",""
"290014","泰信现代服务业混合","2020-12-04","2.4580","0.20","0.53","-0.97","21.62","49.15","81.80","48.25","41.92","157.78",""
"290012","泰信行业精选混合A","2020-12-04","1.7460","0.17","2.28","-9.44","21.67","32.47","77.98","59.68","24.63","129.16",""
"290011","泰信中小盘精选混合","2020-12-04","3.8220","0.34","2.49","16.45","44.34","97.32","181.86","132.06","85.99","347.14",""
"290008","泰信发展主题混合","2020-12-04","1.9860","0.51","0.20","3.44","28.05","50.80","99.40","65.50","39.86","169.58",""
"290006","泰信蓝筹精选混合","2020-12-04","1.2319","-0.99","-0.30","3.20","33.19","33.92","54.08","9.58","26.00","86.54",""
"290005","泰信优势增长混合","2020-12-04","1.9220","0.52","1.96","-0.88","18.50","59.11","91.82","54.88","51.58","211.78",""
"290004","泰信优质生活混合","2020-12-04","1.0995","0.39","1.15","4.36","26.58","51.18","86.36","34.76","42.02","97.10",""
"290002","泰信先行策略混合","2020-12-04","0.9136","0.26","0.82","-0.84","22.27","49.84","80.16","45.13","41.97","309.82",""
"288002","华夏收入混合","2020-12-04","6.5000","0.65","1.63","0.12","22.64","44.96","63.48","29.95","32.41","1,384.83",""
"288001","华夏经典混合","2020-12-04","1.6720","1.03","0.97","4.17","35.49","61.23","91.52","69.23","54.81","662.03",""
"270050","广发新经济混合A","2020-12-04","4.4530","1.80","4.44","-3.13","26.29","95.05","143.73","95.91","84.08","345.30",""
"270041","广发消费品精选混合A","2020-12-04","4.7740","1.49","2.29","5.22","31.41","59.56","111.43","82.42","51.99","377.40",""
"270028","广发制造业精选混合A","2020-12-04","5.1560","0.17","1.92","3.39","39.20","90.82","175.57","93.18","78.04","415.60",""
"270025","广发行业领先混合A","2020-12-04","1.9100","0.90","2.58","4.89","35.75","60.10","87.07","25.59","50.39","180.45",""
"270022","广发内需增长混合","2020-12-04","1.6410","0.86","0.74","7.54","35.62","72.37","143.83","72.37","60.25","79.58",""
"270021","广发聚瑞混合A","2020-12-04","4.1931","0.83","3.74","8.88","32.27","63.47","150.63","115.03","56.75","319.31",""
"270008","广发核心精选混合","2020-12-04","4.8250","0.75","2.64","8.14","40.71","65.07","98.81","47.28","53.91","451.50",""
"270007","广发大盘成长混合","2020-12-04","2.0263","1.61","2.76","4.26","43.77","68.59","145.26","98.73","63.73","131.18",""
"270006","广发策略优选混合","2020-12-04","2.8804","0.50","1.06","6.27","31.28","54.16","101.77","44.41","46.50","520.34",""
"270005","广发聚丰混合A","2020-12-04","1.4574","1.70","4.50","-4.88","20.77","66.14","104.60","49.65","59.24","779.38",""
"270002","广发稳健增长混合A","2020-12-04","1.7968","0.83","2.11","0.98","12.01","28.48","61.60","56.07","25.96","1,222.63",""
"270001","广发聚富混合","2020-12-04","1.2995","0.19","0.35","1.45","24.86","39.40","51.02","21.01","27.85","698.49",""
"260117","景顺长城支柱产业混合","2020-12-04","1.8470","-0.38","1.04","1.48","26.68","38.56","67.45","49.19","30.99","132.02",""
"260116","景顺长城核心竞争力混合A","2020-12-04","4.5570","1.20","3.71","10.13","34.98","56.93","103.92","69.88","46.76","497.52",""
"260115","景顺长城中小盘混合","2020-12-04","1.7970","0.56","3.10","-3.39","25.75","48.27","76.87","52.81","34.91","180.03",""
"260112","景顺长城能源基建混合","2020-12-04","1.5840","0.00","0.57","0.96","15.45","20.60","33.36","15.86","16.13","191.78",""
"260111","景顺长城公司治理混合","2020-12-04","1.7940","0.56","2.57","12.20","44.10","54.44","84.89","68.28","46.11","256.84",""
"260110","景顺长城精选蓝筹混合","2020-12-04","1.7170","0.94","2.69","8.46","32.18","52.70","101.51","69.29","42.43","188.74",""
"260109","景顺长城内需贰号混合","2020-12-04","1.9220","1.69","2.89","5.26","47.05","69.91","170.78","116.99","62.07","954.14",""
"260108","景顺长城新兴成长混合","2020-12-04","2.8580","1.74","2.99","5.19","46.34","69.27","166.55","151.45","61.82","672.83",""
"260104","景顺长城内需增长混合","2020-12-04","12.1000","1.76","3.08","6.25","50.16","73.76","176.94","127.06","65.65","2,234.66",""
"260103","景顺长城动力平衡混合","2020-12-04","1.8822","0.57","1.70","0.60","25.44","46.43","94.67","67.40","37.37","787.73",""
"260101","景顺长城优选混合","2020-12-04","3.8049","0.64","2.53","10.12","28.61","57.91","106.80","76.96","49.14","1,687.09",""
"257070","国联安优选行业混合","2020-12-04","3.0019","0.32","2.03","-1.58","14.01","55.51","160.88","83.41","52.31","269.87",""
"257050","国联安主题驱动混合","2020-12-04","2.4364","0.87","2.67","6.34","40.93","74.81","128.01","86.00","64.49","169.28",""
"257040","国联安红利混合","2020-12-04","1.1470","-2.05","1.33","4.56","32.75","21.25","33.22","-9.61","14.70","160.64",""
"257030","国联安优势混合","2020-12-04","1.5670","0.84","0.38","13.39","46.86","69.32","104.80","74.46","55.56","319.81",""
"257020","国联安精选混合","2020-12-04","1.1280","0.00","1.17","2.73","27.60","69.09","104.91","45.77","56.18","1,126.93",""
"257010","国联安小盘精选混合","2020-12-04","1.4290","0.92","2.73","4.15","29.09","56.74","74.20","40.91","42.46","682.18",""
"255010","国联安稳健混合","2020-12-04","1.4600","0.76","0.62","8.87","35.94","53.80","79.97","60.23","42.64","741.59",""
"253010","国联安安心成长混合","2020-12-04","0.7910","0.13","0.64","2.86","12.20","18.95","32.72","15.31","16.84","176.57",""
"240022","华宝资源优选混合","2020-12-04","2.3390","1.48","-0.38","17.83","50.32","64.14","89.85","65.89","51.49","151.97",""
"240020","华宝医药生物混合","2020-12-04","3.5890","1.21","6.56","-5.70","19.00","68.24","138.39","119.65","63.18","367.01",""
"240017","华宝新兴产业混合","2020-12-04","2.7977","0.85","1.13","-0.68","32.61","64.58","113.48","51.42","53.29","250.82",""
"240011","华宝大盘精选混合","2020-12-04","3.5039","1.63","1.68","7.40","46.22","80.06","157.60","98.81","70.64","321.16",""
"240010","华宝行业精选混合","2020-12-04","1.6650","-0.04","1.68","-0.52","25.49","44.97","60.28","11.21","35.33","66.50",""
"240009","华宝先进成长混合","2020-12-04","5.3293","0.51","2.13","-2.82","26.75","69.73","121.11","86.83","57.39","554.90",""
"240008","华宝收益增长混合","2020-12-04","7.7235","-0.63","-2.28","13.47","40.46","61.36","77.46","36.19","44.71","672.35",""
"240004","华宝动力组合","2020-12-04","2.1738","0.19","4.03","-1.15","24.00","61.44","79.39","48.53","43.20","895.70",""
"240002","华宝宝康配置混合","2020-12-04","3.2371","0.60","1.25","5.56","31.03","53.02","100.70","71.22","45.22","935.54",""
"240001","华宝宝康消费品","2020-12-04","4.2076","0.60","2.52","-3.79","19.75","57.28","101.82","88.77","47.80","1,487.55",""
"233015","大摩量化配置混合A","2020-12-04","2.1820","0.65","2.06","5.87","29.27","35.95","58.69","28.35","27.75","174.29",""
"233011","大摩主题优选混合","2020-12-04","3.7920","0.93","3.10","9.72","50.54","77.31","126.61","85.50","64.61","389.82",""
"233009","大摩多因子策略混合","2020-12-04","1.5930","0.89","2.18","0.31","25.63","48.05","66.11","22.73","40.48","185.43",""
"233008","大摩消费领航混合","2020-12-04","1.0898","2.28","3.17","5.08","22.56","39.02","84.31","18.53","32.90","8.98",""
"233007","大摩卓越成长混合","2020-12-04","4.0510","2.28","3.18","7.77","32.47","53.46","106.47","85.47","45.22","374.67",""
"233006","大摩领先优势混合","2020-12-04","3.2138","0.58","2.30","14.57","37.28","64.35","77.30","48.37","51.32","221.38",""
"233001","大摩基础行业混合","2020-12-04","1.3140","2.04","2.71","8.05","28.03","48.72","103.53","78.24","41.32","369.00",""
"229002","泰达宏利逆向策略混合","2020-12-04","2.5490","0.59","2.41","0.87","33.39","60.01","89.94","52.45","50.56","280.81",""
"217021","招商优势企业混合","2020-12-04","3.3230","0.82","1.53","-2.89","20.66","50.36","83.59","45.17","42.62","232.30",""
"217020","招商安达灵活配置混合","2020-12-04","2.4748","1.09","3.10","-0.48","30.33","64.37","140.90","101.51","56.36","221.20",""
"217013","招商中小盘混合","2020-12-04","3.1170","1.53","3.31","5.34","38.47","73.36","153.21","82.82","62.77","211.70",""
"217012","招商行业领先混合A","2020-12-04","2.5130","1.21","1.00","5.32","47.30","75.73","136.41","68.77","65.44","210.48",""
"217010","招商大盘蓝筹混合","2020-12-04","3.0800","0.75","2.87","4.76","37.13","82.68","149.39","99.48","68.40","390.89",""
"217009","招商核心价值混合","2020-12-04","1.9874","1.05","3.09","2.15","33.72","76.20","132.56","86.78","63.14","145.37",""
"217005","招商先锋混合","2020-12-04","1.5514","0.52","1.34","-0.80","24.20","46.56","118.01","80.01","42.95","659.94",""
"217002","招商安泰平衡混合","2020-12-04","1.4692","-0.18","0.24","2.46","22.05","38.74","67.58","45.93","33.73","476.36",""
"217001","招商安泰混合","2020-12-04","0.5272","0.78","1.68","-4.20","20.50","45.58","86.28","52.11","38.54","880.62",""
"213008","宝盈资源优选混合","2020-12-04","2.1516","2.31","2.54","-0.90","33.67","50.69","108.57","50.90","45.53","233.12",""
"213006","宝盈核心优势混合A","2020-12-04","1.3700","0.54","2.86","1.37","20.45","64.27","137.67","95.86","45.87","350.25",""
"213003","宝盈策略增长混合","2020-12-04","1.3453","0.95","3.86","-2.02","20.16","51.96","84.16","39.73","45.16","164.28",""
"213002","宝盈泛沿海增长混合","2020-12-04","0.8507","1.52","3.95","0.99","24.32","26.24","70.82","30.38","21.39","241.39",""
"213001","宝盈鸿利收益灵活配置混合A","2020-12-04","2.2910","0.97","4.85","3.71","24.24","79.49","187.71","164.19","67.84","1,147.33",""
"210011","金鹰灵活配置混合C","2020-12-04","1.4509","0.06","0.46","3.73","17.53","24.71","35.04","40.43","22.33","80.98",""
"210010","金鹰灵活配置混合A","2020-12-04","1.5614","0.06","0.46","3.86","17.81","25.32","36.76","43.24","22.89","98.36",""
"210009","金鹰核心资源混合","2020-12-04","1.3220","-0.23","0.46","-6.97","14.76","49.89","72.58","23.44","33.00","44.72",""
"210008","金鹰策略配置混合","2020-12-04","1.8655","0.77","-0.70","8.21","16.68","68.99","95.75","58.73","64.93","167.75",""
"210007","金鹰技术领先灵活配置混合A","2020-12-04","0.8190","0.00","0.24","3.67","5.95","10.68","5.81","-22.95","7.48","19.04",""
"210006","金鹰元禧混合A","2020-12-04","1.3600","-0.01","0.70","3.11","13.25","17.24","24.44","22.70","15.37","59.65",""
"210005","金鹰主题优势混合","2020-12-04","2.0200","1.51","0.70","-0.39","21.10","44.08","111.96","73.24","38.36","102.00",""
"210004","金鹰稳健成长混合","2020-12-04","1.9610","1.50","0.93","2.62","30.30","63.01","105.56","48.00","54.05","229.20",""
"210003","金鹰行业优势混合","2020-12-04","2.0596","0.99","-0.26","8.22","24.92","72.83","123.12","72.89","62.74","180.82",""
"210002","金鹰红利价值混合","2020-12-04","1.4601","-0.19","0.16","-5.02","9.06","30.44","35.80","9.89","23.23","249.23",""
"206013","鹏华宏观灵活配置混合","2020-12-04","1.3100","-0.08","0.08","3.39","12.93","16.03","26.45","27.56","13.91","82.58",""
"206009","鹏华新兴产业混合","2020-12-04","4.1860","1.11","4.65","-3.53","18.18","71.84","125.90","106.02","65.72","392.26",""
"206007","鹏华消费优选混合","2020-12-04","4.4680","1.27","3.98","4.37","33.93","62.77","153.72","103.18","55.63","346.80",""
"206002","鹏华精选成长混合","2020-12-04","2.7210","0.63","1.23","-0.55","31.32","69.01","148.49","96.46","55.40","172.10",""
"206001","鹏华弘泰A","2020-12-04","1.1277","0.01","0.09","0.30","0.10","1.57","4.57","4.49","1.29","532.87",""
"202213","南方核心竞争混合","2020-12-04","1.9224","0.44","1.54","4.38","30.89","60.61","83.79","87.55","51.36","197.76",""
"202212","南方平衡配置混合","2020-12-04","2.6476","0.76","2.77","7.23","31.53","56.07","110.73","75.33","48.36","195.33",""
"202027","南方高端装备灵活配置混合A","2020-12-04","2.8970","1.08","1.86","9.28","43.70","63.58","124.05","83.47","54.84","285.07",""
"202023","南方优选成长混合A","2020-12-04","4.6100","0.74","1.88","2.79","28.02","57.55","110.12","86.79","50.80","361.00",""
"202019","南方策略优化混合","2020-12-04","1.7510","1.21","3.61","-3.53","9.85","30.19","64.88","13.85","27.25","78.63",""
"202011","南方优选价值混合A","2020-12-04","1.7740","0.45","2.25","-3.95","19.54","47.48","103.85","68.55","41.27","600.82",""
